metoda,estymator,klasyfikator,ilość cech,f1,dokładność,precyzja,recall,czas uczenia
Sekwencyjne przeszukiwanie w przód,KNeighborsClassifier(n_neighbors=3),KNeighborsClassifier(n_neighbors=3),94,0.0,0.48000000000000004,0.74,0.46153846153846156,0.5

Sekwencyjne przeszukiwanie w przód,KNeighborsClassifier(n_neighbors=3),RandomForestRegressor(n_estimators=250),94,0.015622138977050781,nan,nan,nan,nan

Sekwencyjne przeszukiwanie w przód,KNeighborsClassifier(n_neighbors=3),LogisticRegression(),94,0.0,0.3157894736842105,0.74,0.42857142857142855,0.25

Sekwencyjne przeszukiwanie w przód,RandomForestRegressor(n_estimators=250),KNeighborsClassifier(n_neighbors=1),94,0.0,0.08695652173913043,0.58,0.09090909090909091,0.08333333333333333

Sekwencyjne przeszukiwanie w przód,RandomForestRegressor(n_estimators=250),KNeighborsClassifier(n_neighbors=3),94,0.0,0.48000000000000004,0.74,0.46153846153846156,0.5

Sekwencyjne przeszukiwanie w przód,RandomForestRegressor(n_estimators=250),RandomForestRegressor(n_estimators=250),94,0.01562190055847168,nan,nan,nan,nan

Sekwencyjne przeszukiwanie w przód,RandomForestRegressor(n_estimators=250),LogisticRegression(),94,0.0,0.3157894736842105,0.74,0.42857142857142855,0.25

Sekwencyjne przeszukiwanie w przód,LogisticRegression(),KNeighborsClassifier(n_neighbors=1),94,0.0,0.08695652173913043,0.58,0.09090909090909091,0.08333333333333333

Sekwencyjne przeszukiwanie w przód,LogisticRegression(),KNeighborsClassifier(n_neighbors=3),94,0.0,0.48000000000000004,0.74,0.46153846153846156,0.5

Sekwencyjne przeszukiwanie w przód,LogisticRegression(),RandomForestRegressor(n_estimators=250),94,0.015621423721313477,nan,nan,nan,nan

Sekwencyjne przeszukiwanie w przód,LogisticRegression(),LogisticRegression(),94,0.0,0.3157894736842105,0.74,0.42857142857142855,0.25

Sekwencyjne przeszukiwanie w tył,KNeighborsClassifier(n_neighbors=1),KNeighborsClassifier(n_neighbors=1),94,0.0,0.08695652173913043,0.58,0.09090909090909091,0.08333333333333333

Sekwencyjne przeszukiwanie w tył,KNeighborsClassifier(n_neighbors=1),KNeighborsClassifier(n_neighbors=3),94,0.0,0.48000000000000004,0.74,0.46153846153846156,0.5

Sekwencyjne przeszukiwanie w tył,KNeighborsClassifier(n_neighbors=1),RandomForestRegressor(n_estimators=250),94,0.015620708465576172,nan,nan,nan,nan

Sekwencyjne przeszukiwanie w tył,KNeighborsClassifier(n_neighbors=1),LogisticRegression(),94,0.0,0.3157894736842105,0.74,0.42857142857142855,0.25

Sekwencyjne przeszukiwanie w tył,KNeighborsClassifier(n_neighbors=3),KNeighborsClassifier(n_neighbors=1),94,0.0,0.08695652173913043,0.58,0.09090909090909091,0.08333333333333333

Sekwencyjne przeszukiwanie w tył,KNeighborsClassifier(n_neighbors=3),KNeighborsClassifier(n_neighbors=3),94,0.0,0.48000000000000004,0.74,0.46153846153846156,0.5

Sekwencyjne przeszukiwanie w tył,KNeighborsClassifier(n_neighbors=3),RandomForestRegressor(n_estimators=250),94,0.015621423721313477,nan,nan,nan,nan

Sekwencyjne przeszukiwanie w tył,KNeighborsClassifier(n_neighbors=3),LogisticRegression(),94,0.0,0.3157894736842105,0.74,0.42857142857142855,0.25

Sekwencyjne przeszukiwanie w tył,RandomForestRegressor(n_estimators=250),KNeighborsClassifier(n_neighbors=1),94,0.0,0.08695652173913043,0.58,0.09090909090909091,0.08333333333333333

Sekwencyjne przeszukiwanie w tył,RandomForestRegressor(n_estimators=250),KNeighborsClassifier(n_neighbors=3),94,0.0,0.48000000000000004,0.74,0.46153846153846156,0.5

Sekwencyjne przeszukiwanie w tył,RandomForestRegressor(n_estimators=250),RandomForestRegressor(n_estimators=250),94,0.015622138977050781,nan,nan,nan,nan

Sekwencyjne przeszukiwanie w tył,RandomForestRegressor(n_estimators=250),LogisticRegression(),94,0.0,0.3157894736842105,0.74,0.42857142857142855,0.25

Sekwencyjne przeszukiwanie w tył,LogisticRegression(),KNeighborsClassifier(n_neighbors=1),94,0.0,0.08695652173913043,0.58,0.09090909090909091,0.08333333333333333

Sekwencyjne przeszukiwanie w tył,LogisticRegression(),KNeighborsClassifier(n_neighbors=3),94,0.0,0.48000000000000004,0.74,0.46153846153846156,0.5

Sekwencyjne przeszukiwanie w tył,LogisticRegression(),RandomForestRegressor(n_estimators=250),94,0.015620946884155273,nan,nan,nan,nan

Sekwencyjne przeszukiwanie w tył,LogisticRegression(),LogisticRegression(),94,0.003977775573730469,0.3157894736842105,0.74,0.42857142857142855,0.25

Las losowy,Las losowy,KNeighborsClassifier(n_neighbors=1),94,0.0049991607666015625,0.08695652173913043,0.58,0.09090909090909091,0.08333333333333333

Las losowy,Las losowy,KNeighborsClassifier(n_neighbors=3),94,0.005983829498291016,0.48000000000000004,0.74,0.46153846153846156,0.5

Las losowy,Las losowy,RandomForestRegressor(n_estimators=250),94,0.015621185302734375,nan,nan,nan,nan

Las losowy,Las losowy,LogisticRegression(),94,0.0,0.3157894736842105,0.74,0.42857142857142855,0.25

ReliefF,ReliefF,KNeighborsClassifier(n_neighbors=1),94,0.0,0.08695652173913043,0.58,0.09090909090909091,0.08333333333333333

ReliefF,ReliefF,KNeighborsClassifier(n_neighbors=3),94,0.0,0.48000000000000004,0.74,0.46153846153846156,0.5

ReliefF,ReliefF,RandomForestRegressor(n_estimators=250),94,0.015621185302734375,nan,nan,nan,nan

ReliefF,ReliefF,LogisticRegression(),94,0.0,0.3157894736842105,0.74,0.42857142857142855,0.25

